geolocation_zip_code_prefix|Первый	latitude	longitude	geolocation_city|Первый	geolocation_state|Первый	Дубликат
1045	-23,54275397723474	-46,64148202608349	sao paulo	SP	?
1019	-23,55188848459232	-46,63008934096028	sao paulo	SP	?
1036	-23,54017642681272	-46,64415913591924	sao paulo	SP	?
1040	-23,540111706359266	-46,63701681043339	sao paulo	SP	?
1042	-23,54472059810152	-46,640515568959614	sao paulo	SP	?
1050	-23,54880166250217	-46,64237336704375	sao paulo	SP	?
1013	-23,547307871775622	-46,634251279358246	sao paulo	SP	?
1026	-23,539167607276784	-46,63524162031853	sao paulo	SP	?
1032	-23,540505663338884	-46,63541486857297	sao paulo	SP	?
1046	-23,545047855675463	-46,64317276879801	sao paulo	SP	?
1022	-23,544497629753597	-46,631461751457095	sao paulo	SP	?
1003	-23,54890065277865	-46,63715701234924	sao paulo	SP	?
1003	-23,54904445268046	-46,63518261226844	sao paulo	SP	?
1005	-23,54947149598929	-46,63740387774824	sao paulo	SP	?
1046	-23,54535489177092	-46,64401432180168	sao paulo	SP	?
1050	-23,548487627243432	-46,640686594090816	sao paulo	SP	?
1047	-23,54556122286345	-46,64033874216626	sao paulo	SP	?
1017	-23,55015993031922	-46,63146540189848	sao paulo	SP	?
1020	-23,552495528997667	-46,63206	sao paulo	SP	?
1005	-23,54875839078997	-46,6384109454671	sao paulo	SP	?
1030	-23,538399296150907	-46,632887607680814	sao paulo	SP	?
1013	-23,546420999999995	-46,63436151110851	sao paulo	SP	?
1046	-23,546817419095163	-46,64537999999999	sao paulo	SP	?
1050	-23,548723167349607	-46,64160299584504	sao paulo	SP	?
1001	-23,550497706907517	-46,63433817805407	sao paulo	SP	?
1020	-23,551854317790983	-46,62920011656761	sao paulo	SP	?
1047	-23,54731074271453	-46,64142302885344	sao paulo	SP	?
1033	-23,54294999999996	-46,63529999999997	sao paulo	SP	?
1033	-23,540796722482117	-46,63647342862273	sao paulo	SP	?
1020	-23,55223547100232	-46,6284406588955	sao paulo	SP	?
1009	-23,546340513734236	-46,63623850320264	são paulo	SP	?
1048	-23,5469081312828	-46,63939590146579	sao paulo	SP	?
1034	-23,542995562878023	-46,63757566934563	sao paulo	SP	?
1046	-23,54638197224308	-46,642893706619056	sao paulo	SP	?
1045	-23,542487362746503	-46,64293486717402	sao paulo	SP	?
1011	-23,546690486964888	-46,6354469588072	sao paulo	SP	?
1044	-23,547276880373964	-46,6399237790698	sao paulo	SP	?
1047	-23,54577819732822	-46,64064024216627	sao paulo	SP	?
1019	-23,55166351540767	-46,63125415903973	sao paulo	SP	?
1041	-23,543712849558617	-46,6402632336835	sao paulo	SP	?
1025	-23,539920936547933	-46,6283479287932	sao paulo	SP	?
1044	-23,544475407986656	-46,64244051581169	sao paulo	SP	?
1020	-23,552494470713864	-46,631394	sao paulo	SP	?
1033	-23,536810801835053	-46,63572116276196	sao paulo	SP	?
1033	-23,536859249235395	-46,635793333342896	sao paulo	SP	?
1030	-23,537239491257424	-46,63298206549715	sao paulo	SP	?
1046	-23,54608112703553	-46,64482029837157	são paulo	SP	?
1042	-23,54415075852622	-46,6412233941082	sao paulo	SP	?
1036	-23,54282808353057	-46,63939930668248	sao paulo	SP	?
1030	-23,54203523397196	-46,63296206411218	sao paulo	SP	?
1025	-23,540410813203355	-46,631264935195325	sao paulo	SP	?
1050	-23,548722622251763	-46,64376241424774	sao paulo	SP	?
1044	-23,544689343874467	-46,6422237403486	sao paulo	SP	?
1008	-23,5452611626464	-46,63554571412088	sao paulo	SP	?
1037	-23,54519873979251	-46,63791575103784	sao paulo	SP	?
1017	-23,54981334999131	-46,63035027254893	são paulo	SP	?
1046	-23,545731279214017	-46,64319919124003	sao paulo	SP	?
1046	-23,54510615208616	-46,64381018541167	sao paulo	SP	?
1050	-23,549847516244395	-46,64562246058632	sao paulo	SP	?
1019	-23,551500510127543	-46,63131236649549	sao paulo	SP	?
1013	-23,547686322234377	-46,6341397692307	sao paulo	SP	?
1034	-23,54196701610017	-46,63707836441802	sao paulo	SP	?
1048	-23,547634911449112	-46,641159240637045	sao paulo	SP	?
1009	-23,54693540437998	-46,63658792659698	são paulo	SP	?
1003	-23,548960477927228	-46,63617216180967	sao paulo	SP	?
1014	-23,544631844566958	-46,63393720301238	sao paulo	SP	?
1007	-23,54816615573512	-46,63823833081751	são paulo	SP	?
1017	-23,54968991921072	-46,63051281086609	sao paulo	SP	?
1028	-23,536027749379617	-46,632878533585306	sao paulo	SP	?
1046	-23,54675842186512	-46,64577102790114	sao paulo	SP	?
1026	-23,539425401610018	-46,63342428573489	sao paulo	SP	?
1042	-23,5440090313636	-46,64149935498296	sao paulo	SP	?
1033	-23,540035348866123	-46,63590402178432	sao paulo	SP	?
1049	-23,547837310577627	-46,64099781196259	sao paulo	SP	?
1033	-23,53805926617227	-46,63596154951257	sao paulo	SP	?
1036	-23,54045127670386	-46,64357021994927	sao paulo	SP	?
1030	-23,53652807216227	-46,63302310545912	sao paulo	SP	?
1027	-23,53821280045007	-46,63137061449015	sao paulo	SP	?
1033	-23,53784452510254	-46,634192025535214	sao paulo	SP	?
1048	-23,54718811601936	-46,63958839050152	sao paulo	SP	?
1040	-23,54160305551385	-46,63921551887013	sao paulo	SP	?
1026	-23,54001724395527	-46,62974091312255	sao paulo	SP	?
1035	-23,540983825979165	-46,64256855760085	sao paulo	SP	?
1027	-23,53801519954993	-46,63194741104508	sao paulo	SP	?
1042	-23,545394591176624	-46,63971870122335	sao paulo	SP	?
1042	-23,54504537246811	-46,640187927145234	são paulo	SP	?
1005	-23,54977002637195	-46,63583891548848	sao paulo	SP	?
1041	-23,54349553981771	-46,64052367831388	sao paulo	SP	?
1022	-23,54779462858564	-46,63023791550086	sao paulo	SP	?
1010	-23,54536151393884	-46,6346895341229	sao paulo	SP	?
1007	-23,55009663558197	-46,637934794477474	sao paulo	SP	?
1033	-23,54077242862274	-46,63658627751788	sao paulo	SP	?
1037	-23,54518734081604	-46,63785524104107	sao paulo	SP	?
1050	-23,549433308067456	-46,64461567513988	sao paulo	SP	?
1050	-23,5494055434244	-46,64338206272719	sao paulo	SP	?
1009	-23,548942362228352	-46,6375916208613	sao paulo	SP	?
1023	-23,541081532632955	-46,63084531784219	sao paulo	SP	?
1009	-23,54534853344108	-46,635664756044726	sao paulo	SP	?
1050	-23,54985418067981	-46,643139396906825	são paulo	SP	?
1037	-23,546462574239737	-46,64014529975757	sao paulo	SP	?
1007	-23,550776601448405	-46,63639141479597	sao paulo	SP	?
1032	-23,541381136274456	-46,63552281556929	sao paulo	SP	?
1021	-23,54091423619365	-46,63213975243804	sao paulo	SP	?
1004	-23,550765432973616	-46,635323406601664	sao paulo	SP	?
1031	-23,54303492506777	-46,63494607770218	sao paulo	SP	?
1005	-23,54961248124544	-46,63653202553522	sao paulo	SP	?
1006	-23,5495063030758	-46,63622549584506	sao paulo	SP	?
1041	-23,544598893415696	-46,63915216818633	sao paulo	SP	?
1050	-23,54891736303305	-46,642520665704815	são paulo	SP	?
1041	-23,54320753981771	-46,64090617831388	são paulo	SP	?
1021	-23,544184662502165	-46,63264375243805	sao paulo	SP	?
1004	-23,549534948092827	-46,63430666833054	sao paulo	SP	?
1032	-23,5398418758395	-46,63514797691531	sao paulo	SP	?
1012	-23,54711929087078	-46,63488111172018	sao paulo	SP	?
1047	-23,54561984263372	-46,640326243407	sao paulo	SP	?
1047	-23,546444292515563	-46,6416031999826	sao paulo	SP	?
1004	-23,54918138051819	-46,63482185844542	sao paulo	SP	?
1002	-23,548551065785627	-46,63507239078997	sao paulo	SP	?
1017	-23,55001091199737	-46,63116636914989	sao paulo	SP	?
1001	-23,551336655288804	-46,63402699777831	sao paulo	SP	?
1010	-23,54565700582837	-46,63457024562871	sao paulo	SP	?
1020	-23,551192393559933	-46,62828994310116	sao paulo	SP	?
1023	-23,541866885913883	-46,631416656818026	sao paulo	SP	?
1032	-23,54159273604942	-46,63525058950317	sao paulo	SP	?
1008	-23,54481303802871	-46,63517842186512	sao paulo	SP	?
1014	-23,545948945322863	-46,63350149901904	sao paulo	SP	?
1047	-23,546444292515563	-46,6416031999826	são paulo	SP	?
1050	-23,548470601708207	-46,64047556564139	sao paulo	SP	?
1015	-23,54956898779498	-46,62908488080666	sao paulo	SP	?
1014	-23,54636265277865	-46,63367640091752	sao paulo	SP	?
1030	-23,53652807216227	-46,63302310545912	são paulo	SP	?
1036	-23,543825637515205	-46,637489965577984	sao paulo	SP	?
1021	-23,544870139332875	-46,6323768953776	sao paulo	SP	?
1007	-23,55092535858965	-46,63591116180967	sao paulo	SP	?
1035	-23,54098377450212	-46,642568531063326	sao paulo	SP	?
1045	-23,541794423538555	-46,64277789439665	sao paulo	SP	?
1028	-23,534879478157738	-46,639559272120486	sao paulo	SP	?
1046	-23,54510615208616	-46,64381018541167	são paulo	SP	?
1039	-23,5417538351319	-46,63976074078128	sao paulo	SP	?
1019	-23,551387491805688	-46,63143237370885	sao paulo	SP	?
1048	-23,546717843181977	-46,63935658410748	sao paulo	SP	?
1032	-23,54246023535693	-46,63618792951116	sao paulo	SP	?
1009	-23,549074826533555	-46,63756198557327	sao paulo	SP	?
1033	-23,540159399936574	-46,63548454731953	sao paulo	SP	?
1050	-23,54857284791384	-46,64350528183976	sao paulo	SP	?
1015	-23,54797349999999	-46,6334685	sao paulo	SP	?
1034	-23,54214394725612	-46,63745558840666	sao paulo	SP	?
1036	-23,54027250262573	-46,64390844295695	sao paulo	SP	?
1026	-23,540654472935568	-46,62894329724743	sao paulo	SP	?
1031	-23,541997726613936	-46,63482435968365	sao paulo	SP	?
1042	-23,545322455998683	-46,63972284595194	são paulo	SP	?
1002	-23,548878451007027	-46,634003628224384	sao paulo	SP	?
1034	-23,543308492339516	-46,63846917609737	sao paulo	SP	?
1014	-23,54681642028706	-46,63344674886627	são paulo	SP	?
1049	-23,547792310577627	-46,6405883119626	sao paulo	SP	?
1050	-23,549844542039416	-46,645819758122194	sao paulo	SP	?
1042	-23,54504537246811	-46,640187927145234	sao paulo	SP	?
1026	-23,539439503750906	-46,63306386663973	são paulo	SP	?
1041	-23,544638172081456	-46,63920081349181	são paulo	SP	?
1032	-23,540742303912527	-46,63557063864037	sao paulo	SP	?
1023	-23,54357074493623	-46,6320114590571	são paulo	SP	?
1046	-23,547190641410356	-46,64292284776962	sao paulo	SP	?
1007	-23,55009663558197	-46,637934794477474	são paulo	SP	?
1047	-23,546774768769357	-46,64251431141433	sao paulo	SP	?
1030	-23,540921999999995	-46,63279105438866	sao paulo	SP	?
1035	-23,54317293656554	-46,638889149783296	sao paulo	SP	?
1038	-23,543672416325197	-46,63971305453289	sao paulo	SP	?
1001	-23,5498252739339	-46,63396956010149	sao paulo	SP	?
1050	-23,5489498215419	-46,64192751526344	sao paulo	SP	?
1048	-23,547448918662464	-46,64016924063704	sao paulo	SP	?
1022	-23,54452462975358	-46,631461751457095	sao paulo	SP	?
1034	-23,54195600553992	-46,63716661394188	sao paulo	SP	?
1050	-23,54891736303305	-46,642520665704815	sao paulo	SP	?
1009	-23,549074826533555	-46,63756198557327	são paulo	SP	?
1043	-23,546844062727214	-46,64062845559464	são paulo	SP	?
1026	-23,53925652899767	-46,63344052553524	sao paulo	SP	?
1038	-23,54434011379765	-46,6405521865082	sao paulo	SP	?
1012	-23,54774227061568	-46,63519853788446	sao paulo	SP	?
1050	-23,549009406053425	-46,64281228183975	são paulo	SP	?
1020	-23,55254746378896	-46,63015102553521	sao paulo	SP	?
1027	-23,53759400138498	-46,63035901485941	sao paulo	SP	?
1017	-23,549048769634727	-46,63111414126611	sao paulo	SP	?
1047	-23,545423791563262	-46,64006418512321	sao paulo	SP	?
1042	-23,54488036525475	-46,64038839439666	sao paulo	SP	?
1035	-23,543108129897817	-46,63895040605342	sao paulo	SP	?
1044	-23,545698024698503	-46,64135941020835	sao paulo	SP	?
1047	-23,545435222863446	-46,64016774216627	sao paulo	SP	?
1014	-23,544899811818368	-46,63375772133423	são paulo	SP	?
1045	-23,542482773295564	-46,64293042576988	são paulo	SP	?
1004	-23,550698567026377	-46,63537055343637	sao paulo	SP	?
1014	-23,54552706633389	-46,63355215652955	sao paulo	SP	?
1049	-23,54775736886144	-46,64035090161002	sao paulo	SP	?
1008	-23,547951597005003	-46,637054895637405	sao paulo	SP	?
1048	-23,54754791866247	-46,64068682445608	sao paulo	SP	?
1155	-23,52878808243405	-46,664404203300826	sao paulo	SP	?
1150	-23,532255303364263	-46,662756071469765	sao paulo	SP	?
1123	-23,529307180131543	-46,63490526351788	sao paulo	SP	?
1139	-23,52076037607479	-46,661384138207694	sao paulo	SP	?
1153	-23,52811869885744	-46,65645154579032	são paulo	SP	?
1136	-23,52350959838998	-46,666944167638064	são paulo	SP	?
1153	-23,528107581741555	-46,65394803649948	são paulo	SP	?
1130	-23,52663823480868	-46,64380970358929	sao paulo	SP	?
1153	-23,52811869885744	-46,65645154579032	sao paulo	SP	?
1153	-23,528107581741555	-46,65394803649948	sao paulo	SP	?
1120	-23,53076048626577	-46,639216010416	sao paulo	SP	?
1156	-23,526950618068167	-46,66982314695028	são paulo	SP	?
1122	-23,531952971406355	-46,64002553482605	sao paulo	SP	?
1124	-23,527367392723217	-46,63188348903572	sao paulo	SP	?
1151	-23,531421059668784	-46,65626204287612	sao paulo	SP	?
1131	-23,52164183207347	-46,64747554830047	sao paulo	SP	?
1141	-23,52011919677996	-46,66584000098096	são paulo	SP	?
1125	-23,529050497085805	-46,63889432139766	sao paulo	SP	?
1102	-23,52261021648681	-46,62942387523806	são paulo	SP	?
1127	-23,52773504025041	-46,64480016028046	sao paulo	SP	?
1103	-23,535408394396647	-46,63205279156327	sao paulo	SP	?
1141	-23,522751156269763	-46,670746148219685	sao paulo	SP	?
1140	-23,51636226197676	-46,66810176204384	sao paulo	SP	?
1141	-23,52011919677996	-46,66584000098096	sao paulo	SP	?
1131	-23,529158318627697	-46,64134706148645	sao paulo	SP	?
1135	-23,52122103136361	-46,65296293450282	sao paulo	SP	?
1153	-23,532383052672103	-46,65187064777848	são paulo	SP	?
1138	-23,5188254074384	-46,65562359824576	sao paulo	SP	?
1122	-23,53145824340702	-46,63635618512319	sao paulo	SP	?
1109	-23,525355372756565	-46,62754223036526	sao paulo	SP	?
1103	-23,535453394396647	-46,63170629156326	sao paulo	SP	?
1132	-23,51929180460501	-46,64980089647412	sao paulo	SP	?
1137	-23,523144766840574	-46,65166009603059	sao paulo	SP	?
1136	-23,524503527612687	-46,659004486121546	sao paulo	SP	?
1107	-23,522004902014046	-46,63397365860703	sao paulo	SP	?
1141	-23,51929169969415	-46,66571964308378	sao paulo	SP	?
1121	-23,527838870938897	-46,6354222692307	sao paulo	SP	?
1138	-23,52503669608748	-46,65541993450284	sao paulo	SP	?
1151	-23,531294001384985	-46,65640409394658	sao paulo	SP	?
1151	-23,53333440244673	-46,654073790178295	sao paulo	SP	?
1154	-23,53158118373822	-46,66174681473255	sao paulo	SP	?
1151	-23,53246939661836	-46,65648682737028	sao paulo	SP	?
1156	-23,530860398003338	-46,66342936886144	sao paulo	SP	?
1106	-23,531062064948905	-46,62950527892556	sao paulo	SP	?
1135	-23,527010132293896	-46,65033378992916	sao paulo	SP	?
1102	-23,53298962614691	-46,63255449763408	sao paulo	SP	?
1154	-23,530607486814027	-46,66130709714924	sao paulo	SP	?
1151	-23,533271539269457	-46,65410023535694	sao paulo	SP	?
1153	-23,528899184286484	-46,653736572999	sao paulo	SP	?
1104	-23,53461921233187	-46,63220615820298	sao paulo	SP	?
1141	-23,51803838412488	-46,66548088245144	são paulo	SP	?
1125	-23,52918357951986	-46,63891121524606	sao paulo	SP	?
1132	-23,520831832073483	-46,64889304830047	sao paulo	SP	?
1139	-23,52016937246812	-46,66149387621901	sao paulo	SP	?
1136	-23,52578552928613	-46,65455044463039	sao paulo	SP	?
1151	-23,53078608243405	-46,65703926395059	sao paulo	SP	?
1152	-23,52916893282939	-46,65214846073055	sao paulo	SP	?
1123	-23,53052726172887	-46,63783772799936	sao paulo	SP	?
1134	-23,51867680707737	-46,6531159131789	são paulo	SP	?
1132	-23,520905455450425	-46,64840659893825	são paulo	SP	?
1135	-23,526908245080445	-46,65089423910785	sao paulo	SP	?
1153	-23,528899184286484	-46,653736572999	são paulo	SP	?
1106	-23,531046789341573	-46,62742613696694	sao paulo	SP	?
1130	-23,5228496014484	-46,64705044310117	sao paulo	SP	?
1156	-23,526950618068167	-46,66982314695028	sao paulo	SP	?
1150	-23,53205041993188	-46,66025965598129	sao paulo	SP	?
1139	-23,52183510257342	-46,66428988130433	sao paulo	SP	?
1128	-23,521948816261776	-46,640687789197344	sao paulo	SP	?
1139	-23,522467263402323	-46,66066743228114	são paulo	SP	?
1144	-23,52362350735759	-46,67201579877662	sao paulo	SP	?
1135	-23,5269165545329	-46,650251739800325	sao paulo	SP	?
1131	-23,52586902331352	-46,64317619969415	são paulo	SP	?
1154	-23,53074632139766	-46,65951898972822	sao paulo	SP	?
1130	-23,5226966014484	-46,64669044310117	sao paulo	SP	?
1155	-23,52774243741702	-46,66332089785909	sao paulo	SP	?
1150	-23,53416257481785	-46,65547667412762	são paulo	SP	?
1122	-23,529995958364616	-46,64040623812689	sao paulo	SP	?
1103	-23,53538864556528	-46,631747708436734	sao paulo	SP	?
1150	-23,533209597553263	-46,65636020982169	sao paulo	SP	?
1154	-23,528603001384973	-46,65782137330483	sao paulo	SP	?
1104	-23,535190813203343	-46,62860583888281	sao paulo	SP	?
1152	-23,531135207051744	-46,65456294907377	são paulo	SP	?
1129	-23,5259237463212	-46,642131776011375	sao paulo	SP	?
1139	-23,52016937246812	-46,66149387621901	são paulo	SP	?
1141	-23,52268065528881	-46,66752425477532	sao paulo	SP	?
1154	-23,531480434358603	-46,65843765834724	sao paulo	SP	?
1130	-23,52757228642737	-46,64324600499166	sao paulo	SP	?
1156	-23,531579004991663	-46,66224370038666	sao paulo	SP	?
1123	-23,529311800450078	-46,63682036594724	sao paulo	SP	?
1154	-23,53168862891686	-46,65989171481336	sao paulo	SP	?
1122	-23,53112160727679	-46,63788762031853	sao paulo	SP	?
1122	-23,530889723296145	-46,640756313924506	sao paulo	SP	?
1135	-23,527007496537543	-46,64868261226843	sao paulo	SP	?
1127	-23,524535158203005	-46,640097743551244	sao paulo	SP	?
1120	-23,531227092705837	-46,63895675465975	sao paulo	SP	?
1153	-23,53199077324141	-46,65206066166546	sao paulo	SP	?
1150	-23,53214346987715	-46,65828046849215	sao paulo	SP	?
1144	-23,52315700528012	-46,67155034525944	sao paulo	SP	?
1153	-23,53214474770618	-46,65194013613022	sao paulo	SP	?
1151	-23,53347046073055	-46,65385426464305	sao paulo	SP	?
1154	-23,528365889260765	-46,65748295184376	sao paulo	SP	?
1124	-23,527367392723217	-46,63188348903572	são paulo	SP	?
1139	-23,520176592273145	-46,675988312943566	são paulo	SP	?
1123	-23,529564261728872	-46,63734722799934	sao paulo	SP	?
1155	-23,529072721354314	-46,66301009559599	sao paulo	SP	?
1155	-23,529925613653425	-46,663863160424704	sao paulo	SP	?
1120	-23,53210825506378	-46,63839470107914	sao paulo	SP	?
1140	-23,52564861281671	-46,66180787607479	são paulo	SP	?
1140	-23,52564861281671	-46,66180787607479	sao paulo	SP	?
1153	-23,528619712735896	-46,65330991118932	sao paulo	SP	?
1134	-23,51867680707737	-46,6531159131789	sao paulo	SP	?
1144	-23,52375483986375	-46,67224719011488	sao paulo	SP	?
1140	-23,51709905300368	-46,67653926865378	são paulo	SP	?
1156	-23,5295707260661	-46,665109917017695	sao paulo	SP	?
1139	-23,518892512926165	-46,67646035734891	sao paulo	SP	?
1123	-23,52935726172887	-46,63723472799934	sao paulo	SP	?
1121	-23,53034120621503	-46,63622088579832	sao paulo	SP	?
1150	-23,533850113297035	-46,65580518227063	sao paulo	SP	?
1156	-23,5295707260661	-46,665109917017695	são paulo	SP	?
1150	-23,53416257481785	-46,65547667412762	sao paulo	SP	?
1122	-23,531476243407017	-46,63629318512321	sao paulo	SP	?
1142	-23,51993430515264	-46,6251300217966	sao paulo	SP	?
1153	-23,53169279877664	-46,65227012891686	sao paulo	SP	?
1141	-23,51803838412488	-46,66548088245144	sao paulo	SP	?
1156	-23,527570535951234	-46,66275407522069	sao paulo	SP	?
1124	-23,52841356010148	-46,63294836456227	sao paulo	SP	?
1131	-23,522877997201377	-46,65013330350848	sao paulo	SP	?
1135	-23,521419031363603	-46,65294995282469	sao paulo	SP	?
1155	-23,528192437417022	-46,66377989785909	sao paulo	SP	?
1140	-23,519688873160604	-46,67223019649151	sao paulo	SP	?
1156	-23,52977870053088	-46,6648274753015	sao paulo	SP	?
1121	-23,52480531611754	-46,63543513113857	sao paulo	SP	?
1107	-23,521656419429934	-46,63442349713816	sao paulo	SP	?
1154	-23,531480434358603	-46,65843765834724	são paulo	SP	?
1131	-23,52083519346175	-46,64556947723473	sao paulo	SP	?
1129	-23,524372634196983	-46,64743213627446	são paulo	SP	?
1128	-23,524603291707493	-46,64507074701368	sao paulo	SP	?
1155	-23,529835634745247	-46,6629850217843	sao paulo	SP	?
1126	-23,526370780743225	-46,63724338649079	sao paulo	SP	?
1125	-23,53025382514857	-46,6385090177736	são paulo	SP	?
1122	-23,53179043658029	-46,63507276311384	sao paulo	SP	?
1153	-23,530684798776623	-46,65301712891685	sao paulo	SP	?
1135	-23,526908245080445	-46,65089423910785	são paulo	SP	?
1151	-23,531294001384985	-46,65640409394658	são paulo	SP	?
1151	-23,530118384961582	-46,65777137039065	sao paulo	SP	?
1130	-23,52179553344107	-46,64480241771019	sao paulo	SP	?
1107	-23,522597958284045	-46,63308928885412	sao paulo	SP	?
1139	-23,518892512926165	-46,67646035734891	são paulo	SP	?
1151	-23,53002108243405	-46,65824476158463	sao paulo	SP	?
1129	-23,524372634196983	-46,64743213627446	sao paulo	SP	?
1156	-23,526318626406702	-46,67121817317798	sao paulo	SP	?
1144	-23,523846601708204	-46,67362071135091	sao paulo	SP	?
1126	-23,526802792111525	-46,64022447169482	sao paulo	SP	?
1155	-23,529825639188648	-46,6637641604247	são paulo	SP	?
1153	-23,5308737149576	-46,65287868720067	sao paulo	SP	?
1151	-23,532368878152266	-46,657555045386296	sao paulo	SP	?
